STT,Tinh_Thanh,Ten_Xa_Moi,Cac_Xa_Cu_Sap_Nhap,Loai_Don_Vi
2565,Thanh Hóa,Nga An,"các xã Nga Điền, Nga Phú và Nga An",Xã
2566,Thanh Hóa,Ba Đình,"các xã Nga Vịnh, Nga Trường, Nga Thiện và Ba Đình",Xã
2567,Thanh Hóa,Hoằng Hóa,"thị trấn Bút Sơn và các xã Hoằng Đức, Hoằng Đồng, Hoằng Đạo, Hoằng Hà, Hoằng Đạt",Xã
2568,Thanh Hóa,Hoằng Tiến,"các xã Hoằng Yến, Hoằng Hải, Hoằng Trường và Hoằng Tiến",Xã
2569,Thanh Hóa,Hoằng Thanh,"các xã Hoằng Đông, Hoằng Ngọc, Hoằng Phụ và Hoằng Thanh",Xã
2570,Thanh Hóa,Hoằng Lộc,"các xã Hoằng Thịnh, Hoằng Thái, Hoằng Thành, Hoằng Trạch, Hoằng Tân và Hoằng Lộc",Xã
2571,Thanh Hóa,Hoằng Châu,"các xã Hoằng Thắng, Hoằng Phong, Hoằng Lưu và Hoằng Châu",Xã
2572,Thanh Hóa,Hoằng Sơn,"các xã Hoằng Trinh, Hoằng Xuyên, Hoằng Cát và Hoằng Sơn",Xã
2573,Thanh Hóa,Hoằng Phú,"các xã Hoằng Quý, Hoằng Kim, Hoằng Trung và Hoằng Phú",Xã
2574,Thanh Hóa,Hoằng Giang,"các xã Hoằng Xuân, Hoằng Quỳ, Hoằng Hợp và Hoằng Giang",Xã
2575,Thanh Hóa,Lưu Vệ,"thị trấn Tân Phong, xã Quảng Đức và xã Quảng Định",Xã
2576,Thanh Hóa,Quảng Yên,"các xã Quảng Trạch, Quảng Hòa, Quảng Long và Quảng Yên",Xã
2577,Thanh Hóa,Quảng Ngọc,"các xã Quảng Hợp, Quảng Văn, Quảng Phúc và Quảng Ngọc",Xã
2578,Thanh Hóa,Quảng Ninh,"các xã Quảng Nhân, Quảng Hải và Quảng Ninh",Xã
2579,Thanh Hóa,Quảng Bình,"các xã Quảng Lưu, Quảng Lộc, Quảng Thái và Quảng Bình",Xã
2580,Thanh Hóa,Tiên Trang,"các xã Quảng Thạch, Quảng Nham và Tiên Trang",Xã
2581,Thanh Hóa,Quảng Chính,"các xã Quảng Trường, Quảng Khê, Quảng Trung và Quảng Chính",Xã
2582,Thanh Hóa,Nông Cống,"thị trấn Nông Cống và các xã Vạn Thắng, Vạn Hòa, Vạn Thiện, Minh Nghĩa, Minh Khôi",Xã
2583,Thanh Hóa,Thắng Lợi,"các xã Trung Thành (huyện Nông Cống), Tế Nông, Tế Thắng và Tế Lợi",Xã
2584,Thanh Hóa,Trung Chính,"các xã Tân Phúc (huyện Nông Cống), Tân Thọ, Tân Khang, Hoàng Sơn, Hoàng Giang và Trung Chính",Xã
2585,Thanh Hóa,Trường Văn,"các xã Trường Minh, Trường Trung, Trường Sơn và Trường Giang",Xã
2586,Thanh Hóa,Thăng Bình,"các xã Thăng Long, Thăng Thọ và Thăng Bình",Xã
2587,Thanh Hóa,Tượng Lĩnh,"các xã Tượng Sơn, Tượng Văn và Tượng Lĩnh",Xã
2588,Thanh Hóa,Công Chính,"các xã Công Liêm, Yên Mỹ, Công Chính và một phần diện tích tự nhiên, quy mô dân số của xã Thanh Tân",Xã
2589,Thanh Hóa,Thiệu Hóa,"các xã Thiệu Phúc, Thiệu Công, Thiệu Nguyên và một phần diện tích tự nhiên, quy mô dân số của thị trấn Thiệu Hóa, xã Thiệu Long",Xã
2590,Thanh Hóa,Thiệu Quang,"các xã Thiệu Duy, Thiệu Hợp, Thiệu Thịnh, Thiệu Giang, Thiệu Quang và một phần diện tích tự nhiên của thị trấn Thiệu Hóa",Xã
2591,Thanh Hóa,Thiệu Tiến,"các xã Thiệu Ngọc, Thiệu Vũ, Thiệu Thành và Thiệu Tiến",Xã
2592,Thanh Hóa,Thiệu Toán,"thị trấn Hậu Hiền và các xã Thiệu Chính, Thiệu Hòa, Thiệu Toán",Xã
2593,Thanh Hóa,Thiệu Trung,"các xã Thiệu Vận, Thiệu Lý, Thiệu Viên, Thiệu Trung và phần còn lại của thị trấn Thiệu Hóa sau khi sắp xếp theo quy định tại khoản 41 và khoản 42 Điều này",Xã
2594,Thanh Hóa,Yên Định,,Xã
2595,Thanh Hóa,Yên Trường,"các xã Yên Trung, Yên Phong, Yên Thái và Yên Trường",Xã
2596,Thanh Hóa,Yên Phú,"thị trấn Thống Nhất, xã Yên Tâm và xã Yên Phú",Xã
2597,Thanh Hóa,Quý Lộc,"xã Yên Thọ (huyện Yên Định), thị trấn Yên Lâm và thị trấn Quý Lộc",Xã
2598,Thanh Hóa,Yên Ninh,"các xã Yên Hùng, Yên Thịnh và Yên Ninh",Xã
2599,Thanh Hóa,Định Tân,"các xã Định Hải (huyện Yên Định), Định Hưng, Định Tiến và Định Tân",Xã
2600,Thanh Hóa,Định Hòa,"các xã Định Bình, Định Công, Định Thành, Định Hòa và phần còn lại của xã Thiệu Long sau khi sắp xếp theo quy định tại khoản 41 Điều này",Xã
2601,Thanh Hóa,Thọ Xuân,"thị trấn Thọ Xuân và các xã Xuân Hồng, Xuân Trường, Xuân Giang",Xã
2602,Thanh Hóa,Thọ Long,"các xã Thọ Lộc, Xuân Phong, Nam Giang, Bắc Lương và Tây Hồ",Xã
2603,Thanh Hóa,Xuân Hòa,"các xã Xuân Hòa (huyện Thọ Xuân), Thọ Hải, Thọ Diên và Xuân Hưng",Xã
2604,Thanh Hóa,Sao Vàng,"thị trấn Sao Vàng và các xã Thọ Lâm, Xuân Phú, Xuân Sinh",Xã
2605,Thanh Hóa,Lam Sơn,"thị trấn Lam Sơn, xã Xuân Bái và xã Thọ Xương",Xã
2606,Thanh Hóa,Thọ Lập,"các xã Xuân Thiên, Thuận Minh và Thọ Lập",Xã
2607,Thanh Hóa,Xuân Tín,"các xã Phú Xuân (huyện Thọ Xuân), Quảng Phú và Xuân Tín",Xã
2608,Thanh Hóa,Xuân Lập,"các xã Xuân Minh, Xuân Lai, Trường Xuân và Xuân Lập",Xã
2609,Thanh Hóa,Vĩnh Lộc,"thị trấn Vĩnh Lộc và các xã Ninh Khang, Vĩnh Phúc, Vĩnh Hưng, Vĩnh Hòa",Xã
2610,Thanh Hóa,Tây Đô,"các xã Vĩnh Quang, Vĩnh Yên, Vĩnh Tiến và Vĩnh Long",Xã
2611,Thanh Hóa,Biện Thượng,"các xã Vĩnh Hùng, Minh Tân, Vĩnh Thịnh và Vĩnh An",Xã
2612,Thanh Hóa,Triệu Sơn,"thị trấn Triệu Sơn và các xã Minh Sơn (huyện Triệu Sơn), Dân Lực, Dân Lý, Dân Quyền",Xã
2613,Thanh Hóa,Thọ Bình,"các xã Thọ Sơn, Bình Sơn và Thọ Bình",Xã
2614,Thanh Hóa,Thọ Ngọc,"các xã Thọ Tiến, Xuân Thọ, Thọ Cường và Thọ Ngọc",Xã
2615,Thanh Hóa,Thọ Phú,"các xã Xuân Lộc (huyện Triệu Sơn), Thọ Dân, Thọ Thế, Thọ Tân và Thọ Phú",Xã
2616,Thanh Hóa,Hợp Tiến,"các xã Hợp Lý, Hợp Thắng, Hợp Thành, Triệu Thành và Hợp Tiến",Xã
2617,Thanh Hóa,An Nông,"các xã Tiến Nông, Khuyến Nông, Nông Trường và An Nông",Xã
2618,Thanh Hóa,Tân Ninh,"thị trấn Nưa, xã Thái Hòa và xã Vân Sơn",Xã
2619,Thanh Hóa,Đồng Tiến,"các xã Đồng Lợi, Đồng Thắng và Đồng Tiến",Xã
2620,Thanh Hóa,Hồi Xuân,thị trấn Hồi Xuân và xã Phú Nghiêm,Xã
2621,Thanh Hóa,Nam Xuân,xã Nam Tiến và xã Nam Xuân,Xã
2622,Thanh Hóa,Thiên Phủ,xã Nam Động và xã Thiên Phủ,Xã
2623,Thanh Hóa,Hiền Kiệt,xã Hiền Chung và xã Hiền Kiệt,Xã
2624,Thanh Hóa,Phú Lệ,"các xã Phú Sơn (huyện Quan Hóa), Phú Thanh và Phú Lệ",Xã
2625,Thanh Hóa,Trung Thành,xã Thành Sơn và xã Trung Thành (huyện Quan Hóa),Xã
2626,Thanh Hóa,Tam Lư,"xã Sơn Hà, xã Tam Lư và một phần diện tích tự nhiên, quy mô dân số của thị trấn Sơn Lư",Xã
2627,Thanh Hóa,Quan Sơn,xã Trung Thượng và phần còn lại của thị trấn Sơn Lư sau khi sắp xếp theo quy định tại khoản 78 Điều này,Xã
2628,Thanh Hóa,Trung Hạ,"các xã Trung Tiến, Trung Xuân và Trung Hạ",Xã
2629,Thanh Hóa,Linh Sơn,thị trấn Lang Chánh và xã Trí Nang,Xã
2630,Thanh Hóa,Đồng Lương,xã Tân Phúc (huyện Lang Chánh) và xã Đồng Lương,Xã
2631,Thanh Hóa,Văn Phú,xã Tam Văn và xã Lâm Phú,Xã
2632,Thanh Hóa,Giao An,xã Giao Thiện và xã Giao An,Xã
2633,Thanh Hóa,Bá Thước,"thị trấn Cành Nàng, xã Ban Công và xã Hạ Trung",Xã
2634,Thanh Hóa,Thiết Ống,xã Thiết Kế và xã Thiết Ống,Xã
2635,Thanh Hóa,Văn Nho,xã Kỳ Tân và xã Văn Nho,Xã
2636,Thanh Hóa,Điền Quang,"các xã Điền Thượng, Điền Hạ và Điền Quang",Xã
2637,Thanh Hóa,Điền Lư,"các xã Ái Thượng, Điền Trung và Điền Lư",Xã
2638,Thanh Hóa,Quý Lương,"các xã Lương Nội, Lương Trung và Lương Ngoại",Xã
2639,Thanh Hóa,Cổ Lũng,xã Lũng Cao và xã Cổ Lũng,Xã
2640,Thanh Hóa,Pù Luông,"các xã Thành Sơn (huyện Bá Thước), Lũng Niêm và Thành Lâm",Xã
2641,Thanh Hóa,Ngọc Lặc,"thị trấn Ngọc Lặc, xã Mỹ Tân và xã Thúy Sơn",Xã
2642,Thanh Hóa,Thạch Lập,"các xã Quang Trung (huyện Ngọc Lặc), Đồng Thịnh và Thạch Lập",Xã
2643,Thanh Hóa,Ngọc Liên,"các xã Lộc Thịnh, Cao Thịnh, Ngọc Sơn, Ngọc Trung và Ngọc Liên",Xã
2644,Thanh Hóa,Minh Sơn,"các xã Minh Sơn (huyện Ngọc Lặc), Lam Sơn, Cao Ngọc và Minh Tiến",Xã
2645,Thanh Hóa,Nguyệt Ấn,"các xã Phùng Giáo, Vân Am và Nguyệt Ấn",Xã
2646,Thanh Hóa,Kiên Thọ,"các xã Phúc Thịnh, Phùng Minh và Kiên Thọ",Xã
2647,Thanh Hóa,Cẩm Thạch,"các xã Cẩm Thành, Cẩm Liên, Cẩm Bình và Cẩm Thạch",Xã
2648,Thanh Hóa,Cẩm Thủy,thị trấn Phong Sơn và xã Cẩm Ngọc,Xã
2649,Thanh Hóa,Cẩm Tú,"các xã Cẩm Quý, Cẩm Giang, Cẩm Lương và Cẩm Tú",Xã
2650,Thanh Hóa,Cẩm Vân,"các xã Cẩm Tâm, Cẩm Châu, Cẩm Yên và Cẩm Vân",Xã
2651,Thanh Hóa,Cẩm Tân,"các xã Cẩm Long, Cẩm Phú và Cẩm Tân",Xã
2652,Thanh Hóa,Kim Tân,"thị trấn Kim Tân và các xã Thành Hưng, Thành Thọ, Thạch Định, Thành Trực, Thành Tiến",Xã
2653,Thanh Hóa,Vân Du,"thị trấn Vân Du, xã Thành Công và xã Thành Tân",Xã
2654,Thanh Hóa,Ngọc Trạo,"các xã Thành An, Thành Long, Thành Tâm và Ngọc Trạo",Xã
2655,Thanh Hóa,Thạch Bình,"các xã Thạch Sơn, Thạch Long, Thạch Cẩm và Thạch Bình",Xã
2656,Thanh Hóa,Thành Vinh,"các xã Thành Minh, Thành Mỹ, Thành Yên và Thành Vinh",Xã
2657,Thanh Hóa,Thạch Quảng,"các xã Thạch Lâm, Thạch Tượng và Thạch Quảng",Xã
2658,Thanh Hóa,Như Xuân,thị trấn Yên Cát và xã Tân Bình,Xã
2659,Thanh Hóa,Thượng Ninh,"các xã Cát Tân, Cát Vân và Thượng Ninh",Xã
2660,Thanh Hóa,Xuân Bình,"các xã Xuân Hòa (huyện Như Xuân), Bãi Trành và Xuân Bình",Xã
2661,Thanh Hóa,Hóa Quỳ,xã Bình Lương và xã Hóa Quỳ,Xã
2662,Thanh Hóa,Thanh Phong,"các xã Thanh Hòa, Thanh Lâm và Thanh Phong",Xã
2663,Thanh Hóa,Thanh Quân,"các xã Thanh Sơn (huyện Như Xuân), Thanh Xuân và Thanh Quân",Xã
2664,Thanh Hóa,Xuân Du,"các xã Cán Khê, Phượng Nghi và Xuân Du",Xã
2665,Thanh Hóa,Mậu Lâm,xã Phú Nhuận và xã Mậu Lâm,Xã
2666,Thanh Hóa,Như Thanh,"thị trấn Bến Sung, xã Xuân Khang, xã Hải Long và một phần diện tích tự nhiên, quy mô dân số của xã Yên Thọ (huyện Như Thanh)",Xã
2667,Thanh Hóa,Yên Thọ,"xã Xuân Phúc, xã Yên Lạc và phần còn lại của xã Yên Thọ (huyện Như Thanh) sau khi sắp xếp theo quy định tại khoản 118 Điều này",Xã
2668,Thanh Hóa,Thanh Kỳ,xã Thanh Kỳ và phần còn lại của xã Thanh Tân sau khi sắp xếp theo quy định tại khoản 40 Điều này,Xã
2669,Thanh Hóa,Thường Xuân,"thị trấn Thường Xuân và các xã Thọ Thanh, Ngọc Phụng, Xuân Dương",Xã
2670,Thanh Hóa,Luận Thành,"xã Xuân Cao, xã Luận Thành và một phần diện tích tự nhiên, quy mô dân số của xã Luận Khê",Xã
2671,Thanh Hóa,Tân Thành,xã Tân Thành và phần còn lại của xã Luận Khê sau khi sắp xếp theo quy định tại khoản 122 Điều này,Xã
2672,Thanh Hóa,Thắng Lộc,xã Xuân Lộc (huyện Thường Xuân) và xã Xuân Thắng,Xã
2673,Thanh Hóa,Xuân Chinh,xã Xuân Lẹ và xã Xuân Chinh,Xã
2674,Thanh Hóa,Hạc Thành,"các phường Phú Sơn, Lam Sơn, Ba Đình, Ngọc Trạo và Đông Sơn (thành phố Thanh Hóa), Trường Thi, Điện Biên, Đông Hương, Đông Hải, Đông Vệ, một phần diện tích tự nhiên, quy mô dân số của phường Đông Thọ, phường An Hưng",Phường
2675,Thanh Hóa,Quảng Phú,"các phường Quảng Hưng, Quảng Tâm, Quảng Thành, Quảng Đông, Quảng Thịnh, Quảng Cát và Quảng Phú",Phường
2676,Thanh Hóa,Đông Quang,"phường Quảng Thắng, các xã Đông Vinh, Đông Quang, Đông Yên, Đông Văn, Đông Phú, Đông Nam và phần còn lại của phường An Hưng sau khi sắp xếp theo quy định tại khoản 127 Điều này",Phường
2677,Thanh Hóa,Đông Sơn,"các phường Rừng Thông, Đông Thịnh, Đông Tân và các xã Đông Hòa, Đông Minh, Đông Hoàng, Đông Khê, Đông Ninh",Phường
2678,Thanh Hóa,Đông Tiến,"phường Đông Lĩnh, phường Thiệu Khánh và các xã Đông Thanh, Thiệu Vân, Tân Châu, Thiệu Giao, Đông Tiến",Phường
2679,Thanh Hóa,Hàm Rồng,"các phường Thiệu Dương, Đông Cương, Nam Ngạn, Hàm Rồng và phần còn lại của phường Đông Thọ sau khi sắp xếp theo quy định tại khoản 127 Điều này",Phường
2680,Thanh Hóa,Nguyệt Viên,"các phường Tào Xuyên, Long Anh, Hoằng Quang và Hoằng Đại",Phường
2681,Thanh Hóa,Sầm Sơn,"các phường Bắc Sơn (thành phố Sầm Sơn), Quảng Tiến, Quảng Cư, Trung Sơn, Trường Sơn, Quảng Châu và Quảng Thọ",Phường
2682,Thanh Hóa,Nam Sầm Sơn,"phường Quảng Vinh và các xã Quảng Minh, Đại Hùng, Quảng Giao",Phường
2683,Thanh Hóa,Bỉm Sơn,"các phường Đông Sơn, Lam Sơn và Ba Đình (thị xã Bỉm Sơn), xã Hà Vinh",Phường
2684,Thanh Hóa,Quang Trung,"các phường Bắc Sơn, Ngọc Trạo, Phú Sơn và xã Quang Trung (thị xã Bỉm Sơn)",Phường
2685,Thanh Hóa,Ngọc Sơn,"xã Thanh Sơn (thị xã Nghi Sơn), xã Thanh Thủy, phường Hải Châu và phường Hải Ninh",Phường
2686,Thanh Hóa,Tân Dân,"phường Hải An, phường Tân Dân và xã Ngọc Lĩnh",Phường
2687,Thanh Hóa,Hải Lĩnh,"xã Định Hải (thị xã Nghi Sơn), phường Ninh Hải và phường Hải Lĩnh",Phường
2688,Thanh Hóa,Tĩnh Gia,"các phường Hải Hòa, Bình Minh, Hải Thanh và xã Hải Nhân",Phường
2689,Thanh Hóa,Đào Duy Từ,phường Nguyên Bình và phường Xuân Lâm,Phường
2690,Thanh Hóa,Hải Bình,"các phường Mai Lâm, Tĩnh Hải và Hải Bình",Phường
2691,Thanh Hóa,Trúc Lâm,"phường Trúc Lâm và các xã Phú Sơn (thị xã Nghi Sơn), Phú Lâm, Tùng Lâm",Phường
2692,Thanh Hóa,Nghi Sơn,"phường Hải Thượng, xã Hải Hà và xã Nghi Sơn",Phường
2693,Thanh Hóa,Sài Gòn,"phường Bến Nghé và một phần diện tích tự nhiên, quy mô dân số của phường Đa Kao, phường Nguyễn Thái Bình",Phường
2694,Thanh Hóa,Tân Định,phường Tân Định (Quận 1) và phần còn lại của phường Đa Kao sau khi sắp xếp theo quy định tại khoản 1 Điều này,Phường
2695,Thanh Hóa,Bến Thành,"phường Bến Thành, phường Phạm Ngũ Lão và một phần diện tích tự nhiên, quy mô dân số của phường Cầu Ông Lãnh, phần còn lại của phường Nguyễn Thái Bình sau khi sắp xếp theo quy định tại khoản 1 Điều này",Phường
2696,Thanh Hóa,Cầu Ông Lãnh,"các phường Nguyễn Cư Trinh, Cầu Kho, Cô Giang và phần còn lại của phường Cầu Ông Lãnh sau khi sắp xếp theo quy định tại khoản 3 Điều này",Phường
2697,Thanh Hóa,Bàn Cờ,"Phường 1, Phường 2, Phường 3, Phường 5 và một phần diện tích tự nhiên, quy mô dân số của Phường 4 (Quận 3)",Phường
2698,Thanh Hóa,Xuân Hòa,phường Võ Thị Sáu và phần còn lại của Phường 4 (Quận 3) sau khi sắp xếp theo quy định tại khoản 5 Điều này,Phường
2699,Thanh Hóa,Nhiêu Lộc,"Phường 9, Phường 11, Phường 12 và Phường 14 (Quận 3)",Phường
2700,Thanh Hóa,Xóm Chiếu,"Phường 13, Phường 16, Phường 18 và một phần diện tích tự nhiên, quy mô dân số của Phường 15 (Quận 4)",Phường
2701,Thanh Hóa,Khánh Hội,"Phường 8 và Phường 9 (Quận 4), một phần diện tích tự nhiên, quy mô dân số của Phường 2 và Phường 4 (Quận 4), phần còn lại của Phường 15 (Quận 4) sau khi sắp xếp theo quy định tại khoản 8 Điều này",Phường
2702,Thanh Hóa,Vĩnh Hội,"Phường 1 và Phường 3 (Quận 4), phần còn lại của Phường 2 và Phường 4 (Quận 4) sau khi sắp xếp theo quy định tại khoản 9 Điều này",Phường
2703,Thanh Hóa,Chợ Quán,"Phường 1, Phường 2 và Phường 4 (Quận 5)",Phường
2704,Thanh Hóa,An Đông,"Phường 5, Phường 7 và Phường 9 (Quận 5)",Phường
2705,Thanh Hóa,Chợ Lớn,"Phường 11, Phường 12, Phường 13 và Phường 14 (Quận 5)",Phường
2706,Thanh Hóa,Bình Tây,Phường 2 và Phường 9 (Quận 6),Phường
2707,Thanh Hóa,Bình Tiên,"Phường 1, Phường 7 và Phường 8 (Quận 6)",Phường
2708,Thanh Hóa,Bình Phú,"Phường 10 và Phường 11 (Quận 6), một phần diện tích tự nhiên, quy mô dân của Phường 16 (Quận 8)",Phường
2709,Thanh Hóa,Phú Lâm,"Phường 12, Phường 13 và Phường 14 (Quận 6)",Phường
2710,Thanh Hóa,Tân Thuận,"các phường Bình Thuận, Tân Thuận Đông và Tân Thuận Tây",Phường
2711,Thanh Hóa,Phú Thuận,"phường Phú Thuận và một phần diện tích tự nhiên, quy mô dân số của phường Phú Mỹ (Quận 7)",Phường
2712,Thanh Hóa,Tân Mỹ,phường Tân Phú (Quận 7) và phần còn lại của phường Phú Mỹ (Quận 7) sau khi sắp xếp theo quy định tại khoản 19 Điều này,Phường
2713,Thanh Hóa,Tân Hưng,"các phường Tân Phong, Tân Quy, Tân Kiểng và Tân Hưng",Phường
2714,Thanh Hóa,Chánh Hưng,"phường Phường 4 (Quận 8), Rạch Ông, phường Hưng Phú và một phần diện tích tự nhiên, quy mô dân số của Phường 5 (Quận 8)",Phường
2715,Thanh Hóa,Phú Định,"Phường 14 và Phường 15 (Quận 8), phường Xóm Củi và một phần diện tích tự nhiên, quy mô dân số của Phường 16 (Quận 8)",Phường
2716,Thanh Hóa,Bình Đông,"Phường 6 (Quận 8), một phần diện tích tự nhiên, quy mô dân số của Phường 7 (Quận 8), xã An Phú Tây và phần còn lại của Phường 5 (Quận 8) sau khi sắp xếp theo quy định tại khoản 22 Điều này",Phường
2717,Thanh Hóa,Diên Hồng,"Phường 6 và Phường 8 (Quận 10), một phần diện tích tự nhiên, quy mô dân số của Phường 14 (Quận 10)",Phường
2718,Thanh Hóa,Vườn Lài,"Phường 1, Phường 2, Phường 4, Phường 9 và Phường 10 (Quận 10)",Phường
2719,Thanh Hóa,Hòa Hưng,"Phường 12, Phường 13 và Phường 15 (Quận 10), phần còn lại của Phường 14 (Quận 10) sau khi sắp xếp theo quy định tại khoản 25 Điều này",Phường
2720,Thanh Hóa,Minh Phụng,"Phường 1, Phường 7 và Phường 16 (Quận 11)",Phường
2721,Thanh Hóa,Bình Thới,"Phường 3 và Phường 10 (Quận 11), một phần diện tích tự nhiên, quy mô dân số của Phường 8 (Quận 11)",Phường
2722,Thanh Hóa,Hòa Bình,Phường 5 và Phường 14 (Quận 11),Phường
2723,Thanh Hóa,Phú Thọ,"Phường 11 và Phường 15 (Quận 11), phần còn lại của Phường 8 (Quận 11) sau khi sắp xếp theo quy định tại khoản 29 Điều này",Phường
2724,Thanh Hóa,Đông Hưng Thuận,"các phường Tân Thới Nhất, Tân Hưng Thuận và Đông Hưng Thuận",Phường
2725,Thanh Hóa,Trung Mỹ Tây,phường Tân Chánh Hiệp và phường Trung Mỹ Tây,Phường
2726,Thanh Hóa,Tân Thới Hiệp,phường Hiệp Thành (Quận 12) và phường Tân Thới Hiệp,Phường
2727,Thanh Hóa,Thới An,phường Thạnh Xuân và phường Thới An,Phường
2728,Thanh Hóa,An Phú Đông,phường Thạnh Lộc và phường An Phú Đông,Phường
2729,Thanh Hóa,An Lạc,"các phường Bình Trị Đông B, An Lạc A và An Lạc",Phường
2730,Thanh Hóa,Bình Tân,"phường Bình Hưng Hòa B và một phần diện tích tự nhiên, quy mô dân số của phường Bình Trị Đông A, phường Tân Tạo",Phường
2731,Thanh Hóa,Tân Tạo,,Phường
2732,Thanh Hóa,Bình Trị Đông,"phường Bình Trị Đông, một phần diện tích tự nhiên, quy mô dân số của phường Bình Hưng Hòa A và phần còn lại của phường Bình Trị Đông A sau khi sắp xếp theo quy định tại khoản 38 của Điều này",Phường
